clause_id,company,text,word_count,category,risk_label,dpdpa_section,notes
phonepe_106,phonepe,"Upon such revocation, you may lose access to services that were availed on the basis of the consent provided.",19,,,,
phonepe_107,phonepe,"In some cases, we may continue to retain your information as per the âStorage and Retentionâ section of this Policy.",20,,,,
phonepe_108,phonepe,"To raise any of the above requests, you may write to us using the contact information provided under the âContact Usâ section of this Policy.",25,,,,
phonepe_109,phonepe,"In case you wish to delete your account or Personal Information, please use the âHelpâ section of the PhonePe Platform. However, retention of your Personal Information will be subject to applicable laws.",32,,,,
phonepe_110,phonepe,"For the above requests, PhonePe may need to request specific information from you to confirm your identity and ensure authentication. This is a security measure to ensure that Personal Information is not disclosed to any person who does not have a right to receive it or is not incorrectly modified or deleted.",52,,,,
phonepe_111,phonepe,"In cases where you need any further information specific to the product/ services that you are availing, we request you to read through the Terms and Conditions specific to the product/service which is easily accessible through the PhonePe Platform. For seeking any further information on the same, you can write to us at the details mentioned in the âContact Usâ section of this Policy.",64,,,,
phonepe_112,phonepe,"We do not knowingly solicit or collect Personal Information from children under the age of 18 and use of our Platform is available only to persons who can form a legally binding contract under the Indian Contract Act, 1872. If you are under the age of 18 years then you must use the Platform or services under the supervision of your parent, legal guardian, or any responsible adult.",68,,,,
phonepe_114,phonepe,"We reserve the right, at our sole discretion, to change, modify, add, or remove portions of this Privacy Policy at any time without any prior written notice to you.",29,,,,
phonepe_115,phonepe,"We may, however, reasonably endeavour to notify you of the changes, it is your responsibility to review the Privacy Policy periodically for updates/changes.",23,,,,
phonepe_117,phonepe,We will never make changes to policies in order to make it less protective of Personal Information already shared by you.,21,,,,
phonepe_118,phonepe,"In case you have any questions, concerns, or complaints regarding the processing of your Personal Information or this Privacy Policy you may write to PhonePeâs Privacy Officer using this linkÂ",30,,,,
bigbasket_0,bigbasket,Innovative Retail Concepts Private Limited (“IRCPL” or “we”) takes the privacy of your information seriously.,15,,,,
bigbasket_1,bigbasket,"This privacy notice (“Privacy Notice”) describes the types of personal information we collect from you, through our stores, other premises, website (including sub-domains and microsites) mobile applications, or other means.",30,,,,
bigbasket_2,bigbasket,"It describes the purposes for which we collect that personal information, the other parties with whom we may share it, and the measures we take to try and protect it.",30,,,,
bigbasket_3,bigbasket,"It also tells you about some of your rights and choices with respect to your personal information, and how you can contact us about our privacy practices.",27,,,,
bigbasket_4,bigbasket,You are advised to carefully read this Privacy Notice before using or availing any of our products and/or services. By doing so you are consenting to the collection and processing of your Data (including SPDI) in accordance with the practices and policies outlined in this Privacy Notice.,47,,,,
bigbasket_5,bigbasket,"Our products and services are targeted at users in India, and this Privacy Notice is intended to comply with the laws of India.",23,,,,
bigbasket_6,bigbasket,"If you are accessing or using the website or mobile application from an overseas location, you are requested to independently validate the impact of any applicable local laws.",28,,,,
bigbasket_7,bigbasket,"If you do not agree with this Privacy Notice at any time, in part or as a whole, write to our Grievance Office at the address specified below.",28,,,,
bigbasket_9,bigbasket,a small file placed on your device by our website or mobile application when you either visit or use certain features of our website or mobile application. A cookie generally allows a website to remember your actions or preference for a certain period of time.,45,,,,
bigbasket_10,bigbasket,"means personal information and SPDI about you, which either directly or indirectly in combination with other information, could allow you to be identified when you visit our [stores, website and/or mobile application].",32,,,,
bigbasket_11,bigbasket,"any applicable law for the time being in force relating to the processing of Data, including the Information Technology Act, 2000 and Information Technology (Reasonable Security Practices and Procedures and Sensitive Personal Information) Rules, 2011, as amended or replaced from time to time.",43,,,,
bigbasket_13,bigbasket,"includes entities to whom we, or other Tata Group Entities, will disclose your Data in order for them to process it for the purpose of providing services to us pursuant to written contract.",33,,,,
bigbasket_14,bigbasket,"the Data Protection Laws define sensitive personal data or information of a person as personal information about that person relating to (a) passwords; (b) financial information such as bank account credit and debit card details or other payment instrument details; (c) physical, physiological and mental health condition; (d) sexual orientation; (e) medical records and history; or (f) biometric information.",59,,,,
bigbasket_16,bigbasket,"Tata Sons Private Limited, and its subsidiaries, affiliates, associate companies and joint venture companies with whom we have a contractual arrangement to, inter alia, share data for the purposes described in this Privacy Notice.",34,,,,
bigbasket_20,bigbasket,"Financial information: payment instrument information, transactions, transaction history, preferences, method, mode and manner of payment, spending pattern or trends, and other similar data.",23,,,,
bigbasket_21,bigbasket,"Technical information: website, device and mobile app usage, Internet Protocol (IP) address and similar information collected via automated means, such as cookies, pixels and similar technologies.",26,,,,
bigbasket_22,bigbasket,"Transaction information: the date of the transaction, total amount, transaction history and preferences and related details.",16,,,,
bigbasket_23,bigbasket,"Product and service information: Your account membership number, registration and payment information, and program-specific information, when you request products and/or services directly from us, or participate in marketing programs.",29,,,,
bigbasket_24,bigbasket,"Personal information: Age, sex, date of birth, marital status, nationality, details of government identification documents provided, occupation, ethnicity, religion, travel history, or any other personal information provided in responses to surveys or questionnaires.",33,,,,
bigbasket_26,bigbasket,"Loyalty programme information: your loyalty membership information, account details, profile or password details and any frequent flyer or travel partner programme affiliation.",22,,,,
bigbasket_27,bigbasket,"Payment instrument information – through our application pages , you may choose a 3 rd payment service provider of your choice for making payment and may agree to store your payment instrument details with the chosen service provider/s. The payment instrument data is managed by service provider/s.",47,,,,
bigbasket_29,bigbasket,"We receive and store any information you enter on our website or mobile application or give us in any other way (e.g., at outlets, stores, hotels, kiosks). Please see the section titled “Data Shared by You” for more information.",39,,,,
bigbasket_30,bigbasket,"We use “cookies”, pixels and similar technologies to receive and store certain types of information whenever you interact with us. Please see the section below, titled “Data that is Collected Automatically” for more information.",34,,,,
bigbasket_31,bigbasket,"To help us make e-mails more relevant and interesting, we often receive a confirmation (if your device supports such capabilities) when you open e-mail from us or click on a link in the e-mail. You can choose not to receive marketing emails from us by clicking on the unsubscribe link in any marketing email.",54,,,,
bigbasket_33,bigbasket,"We receive and store certain types of information when you interact with third-party websites that use our technology or with whom we have a specific agreement. Because we process this information on behalf of the applicable website operators, collection, processing, and use of such information is subject to the applicable website operators’ privacy policies and is not covered by our Privacy Notice.",62,,,,
bigbasket_34,bigbasket,"We may obtain information from other sources. An example of this is when you authorize a third-party website (such as the website of another Tata Group Entity), to interact directly with our website or mobile application to provide or receive Data about you. In that case, we might",48,,,,
bigbasket_36,bigbasket,"Where you have shared any information previously with any of the Tata Group Entities and have consented to the further sharing of such information, such information will be shared with us by the Tata Group Entities.",36,,,,
bigbasket_37,bigbasket,"You can make choices about our collection and use of your Data. For example, you may want to access, edit or remove your Data on our website or mobile application. When you are asked to provide Data, you may decline, however, in such a case, you may not be able to avail benefit of some of our products, programmes or services or access our stores or physical premises.",68,,,,
bigbasket_38,bigbasket,"IRCPL may collect your Data in several ways from your use of our stores, website or mobile application. For instance:",20,,,,
bigbasket_40,bigbasket,"when you conduct a transaction with us or attempt a transaction at our stores, on our website or mobile application;",20,,,,
bigbasket_43,bigbasket,"from the information gathered by your visit to our stores, website or mobile application; or",15,,,,
bigbasket_44,bigbasket,"by way of correlation or inferences from information sourced from sources, which have collected or processed this data based on your consent.",22,,,,
bigbasket_45,bigbasket,We automatically collect some information when you visit our website or use our mobile application. This information helps us to make improvements to our content and navigation. The information collected automatically includes your IP address.,35,,,,
bigbasket_46,bigbasket,"Our web servers or affiliates who provide analytics and performance enhancement services collect IP addresses, operating system details, browsing details, device details and language settings.",25,,,,
bigbasket_47,bigbasket,"This information is aggregated to measure the number of visits, average time spent on the site, pages viewed and similar information.",21,,,,
bigbasket_48,bigbasket,"Tata X uses this information to measure the site usage, improve content and to ensure safety and security, as well enhance performance of our website or mobile application.",28,,,,
bigbasket_49,bigbasket,"We may collect your Data automatically via Cookies, pixels and similar technologies in line with settings on your browser. For more information about Cookies, please see the section below, titled",30,,,,
bigbasket_57,bigbasket,"operate, evaluate and improve our business (including for administration and management related purposes), website and mobile application;",17,,,,
bigbasket_58,bigbasket,"generate aggregated data to prepare insights to enable us to understand customer behaviour, patterns and trends with a view to learning more about your preferences or other characteristics;",28,,,,
bigbasket_59,bigbasket,"provide privileges and benefits to you, marketing and promotional campaigns based on your profile;",14,,,,
bigbasket_61,bigbasket,"communicate with you (including to respond to your requests, questions, feedback, claims or disputes) and to customize and improve our services;",21,,,,
bigbasket_62,bigbasket,"protect against and prevent fraud, illegal activity, harm, financial loss and other legal or information security risks; and",18,,,,
bigbasket_63,bigbasket,"serve other purposes for which we provide specific notice at the time of collection, and as otherwise authorized or required by applicable law.",23,,,,
bigbasket_64,bigbasket,"We treat these inferences as personal information (or SPDI, as the case may be), where required under applicable law.",19,,,,
bigbasket_65,bigbasket,Some of the above grounds for processing will overlap and there may be several grounds which justify our use of your personal information.,23,,,,
bigbasket_66,bigbasket,"Where required under applicable law, we will only use your personal information with your consent; as necessary to provide you with products and/or services; or for such other purpose as is permissible under applicable law We may make broader use of anonymized personal information from which individuals cannot be identified.",50,,,,
bigbasket_68,bigbasket,"If you are under 18, you may use our website or mobile application only with the consent of a parent or your guardian.",23,,,,
bigbasket_69,bigbasket,"In the event that we learn that we have collected personal information from a minor without verification of parental consent, we will delete that information at the earliest.",28,,,,
bigbasket_70,bigbasket,"If you believe that we might have any such information, please contact the Grievance Officer.",15,,,,
bigbasket_72,bigbasket,"We may make available to you services, products, or applications provided by Partners for use on or through our website or mobile application. If you choose to use such service, customer information related to those transactions may be shared with such Partner.",42,,,,
bigbasket_73,bigbasket,Such Partners will be required to respect the security of your Data and to treat it in accordance with this privacy policy and applicable law,25,,,,
bigbasket_74,bigbasket,"We may make available to you products, services and /or applications of Tata Group Entities, to assist them to reach out to you in relation to their programs or campaigns and to process your queries and requests.",37,,,,
bigbasket_75,bigbasket,"Accordingly, we may share your Data with Tata Group Entities.",10,,,,
bigbasket_76,bigbasket,"We may also share your Data with the Tata Group Entities as is relevant for the purposes set out in Clause 7 above, and to facilitate the operation of our business.",31,,,,
bigbasket_78,bigbasket,"We or other Tata Group Entities may share your Data with Service Providers. Examples include storing and analyzing Data, protecting and securing our systems, providing search results and links, providing customer service, credit analysis, processing your information for profiling, user analysis and payment processing.",44,,,,
bigbasket_79,bigbasket,These Service Providers will be required to only process Data in accordance with express instructions and as necessary to perform services for purposes set forth in this Privacy Notice. The Service Providers will also be required to safeguard the security and confidentiality of the Data they process by implementing appropriate technical and organizational security measures and confidentiality obligations binding employees accessing Data.,62,,,,
bigbasket_81,bigbasket,We may process and share your Data with Tata Group Entities and Partners when we act as a service provider to such Tata Group Entities and Partners.,27,,,,
bigbasket_82,bigbasket,"As we continue to develop our business, we might sell or buy subsidiaries or business units. Your Data (including in relation to loyalty programs) may be transferred as part of such transaction or in the course of exploratory activities related thereto, including due diligence and audit exercises. The relevant transferee may thereafter make use of Data in accordance with then applicable Law.",62,,,,
bigbasket_83,bigbasket,We may also share your Data with other third parties where:,11,,,,
bigbasket_85,bigbasket,We need to comply with applicable law or respond to valid legal process; or,14,,,,
bigbasket_86,bigbasket,"We need to operate and maintain the security of our website or mobile application, including to prevent or stop an attack on our computer systems or networks.",27,,,,
bigbasket_87,bigbasket,"We require these third parties by contract to only process sensitive personal data in accordance with our instructions and as necessary to perform services on our behalf or in compliance with applicable law. We also require them to safeguard the security and confidentiality of the sensitive personal data they process on our behalf by implementing appropriate confidentiality, technical and organizational security measures.",62,,,,
bigbasket_88,bigbasket,Please note that Tata Group Entities and Partners may have privacy practices that differ from those of IRCPL. The use of your Data will be governed by their privacy statements when you provide Data on their websites.,37,,,,
bigbasket_90,bigbasket,"IRCPL retains Data for as long as necessary for the use of our products and/or services or to provide access to and use of our website or mobile application, or for reasonable purposes such as complying with our legal obligations, resolving disputes, enforcing our agreements or as otherwise stated in this Privacy Notice, and for such periods or purposes as are permitted under applicable law,.",65,,,,
bigbasket_91,bigbasket,"Because these needs can vary for different data types and purposes, actual retention periods can vary significantly.",17,,,,
bigbasket_92,bigbasket,"Even if we delete your Data, including on account of exercise of your right under Clause 12 below, it may, subject to applicable law, persist on backup or archival media for audit, legal, tax or regulatory purposes.",37,,,,
bigbasket_93,bigbasket,"When we process Data about you, we do so with your consent and/or as necessary to operate our business, meet our contractual and legal obligations, protect the security of our systems and our customers, or fulfil other legitimate interests of IRCPL as described in this Privacy Notice.",47,,,,
bigbasket_94,bigbasket,"We may transfer Data we collect about you to recipients in India, where we are headquartered.",16,,,,
bigbasket_95,bigbasket,India may not have the same Data Protection Laws as the country in which you initially provided the information.,19,,,,
bigbasket_96,bigbasket,"When we transfer your Data to India, we will protect that information as described in this Privacy Notice, as disclosed to you at the time of data collection or as described in our program-specific privacy notice.",36,,,,
bigbasket_97,bigbasket,"Depending on which Data Protection Laws are applicable to you, you may have the right or choice to:",18,,,,
bigbasket_98,bigbasket,"opt out of some collection or uses of your Data, including the use of cookies, pixels and similar technologies and the use of your Data for marketing purposes.",28,,,,
bigbasket_99,bigbasket,"access your Data, rectify it, restrict or object to its processing, or request its deletion or anonymization.",17,,,,
bigbasket_101,bigbasket,receive the Data you provided to us to transmit it to another company.,13,,,,
bigbasket_104,bigbasket,"You may submit a request as described in the “How to Contact Us” section below. We will not charge you for any request. Where we are legally permitted to do so, we may refuse your request.  If we refuse your request, we will tell you the reasons why.",48,,,,
bigbasket_106,bigbasket,Right to Confirmation and Access - the right to confirm our methods of processing and request,16,,,,
bigbasket_107,bigbasket,"copies of the information we hold about you at any time, or",12,,,,
bigbasket_109,bigbasket,Right to Correction - the right to have your Data rectified if it is inaccurate or incomplete.,17,,,,
bigbasket_110,bigbasket,Right to be Forgotten - the right to request that we delete or remove your Data from our systems.,19,,,,
bigbasket_111,bigbasket,Right to Restrict / Object to Our Use of your Data - the right to limit the way in which we can use it.,24,,,,
bigbasket_112,bigbasket,"Right to Data Portability - the right to request that we move, copy or transfer your Data.",17,,,,
bigbasket_113,bigbasket,Right to Withdraw Consent – the right to withdraw your consent provided earlier.,13,,,,
bigbasket_114,bigbasket,Right to File Complaints – the right to raise complaints to a regulatory authority.,14,,,,
bigbasket_115,bigbasket,"For information about managing your Data and promotional communications, please e-mail us at [email]",14,,,,
bigbasket_116,bigbasket,It is important that the Data we hold about you is accurate and current. Please keep us informed if your personal information changes during the period for which we hold it.,31,,,,
bigbasket_117,bigbasket,"Data collected under this Privacy Notice is hosted on servers located in India. Subject to applicable law, we may at our sole discretion, transfer Data, including SPDI to any other third party that agrees to ensure the same level of data protection as is provided by us under the terms hereof, located outside India. You hereby consent to the storage and processing of Data, including SPDI in locations outside India.",70,,,,
bigbasket_118,bigbasket,We take steps to ensure that the Data we collect under this Privacy Notice is processed according to the provisions of this Privacy Notice and the requirements of applicable law.,30,,,,
bigbasket_119,bigbasket,"To ensure that your Data receives an adequate level of protection, we have put in place appropriate written contracts with Tata Group Entities, Partners and Service Providers that we share your Data with. This ensures your Data is treated by such parties in a way that is consistent with applicable law.",51,,,,
bigbasket_120,bigbasket,IRCPL implements standard measures to protect against unauthorized access to and unlawful interception of Data.,15,,,,
bigbasket_122,bigbasket,"IRCPL endeavors to take all measures to protect the security, integrity and confidentiality of the Data against unauthorized breach and hacking.",21,,,,
bigbasket_123,bigbasket,"For the purpose of checking possible vulnerabilities and attacks, IRCPL may conduct periodical internal review of data and security measures.",20,,,,
bigbasket_124,bigbasket,"However, the internet is not absolutely a secure environment, and we cannot ensure or warrant 100% security.",17,,,,
